WKT,nome,descrizione
"LINESTRING (12.2517677 41.7959668, 12.2518164 41.79598, 12.2518371 41.7960005, 12.2518331 41.796033, 12.251815 41.7960704, 12.2518177 41.7960974, 12.2518405 41.7961399, 12.2518338 41.7961699, 12.2518177 41.7961969, 12.2518076 41.7962199, 12.2517909 41.7962494, 12.2517801 41.7962744, 12.2517647 41.7962989, 12.2517573 41.7963214, 12.2517486 41.7963374, 12.2517372 41.7963494)",Linea 111,
"LINESTRING (12.2517801 41.7959715, 12.2517929 41.7959955, 12.2518016 41.7960145, 12.2518184 41.7960434, 12.251815 41.7960704, 12.2517855 41.7961099, 12.2517755 41.7961484, 12.2517533 41.7961634, 12.2517345 41.7961984, 12.2517198 41.7962264, 12.2517077 41.7962424, 12.2516963 41.7962664, 12.2516863 41.7962924, 12.2516749 41.7963104, 12.2516534 41.7963399)",Linea 112,
"LINESTRING (12.2517761 41.796003, 12.2517721 41.7959645, 12.251805 41.795986, 12.251809 41.7960085, 12.2518264 41.7960439, 12.2518184 41.7960799, 12.2518237 41.7961264, 12.2518593 41.7961309, 12.2518727 41.7961744, 12.2519069 41.7961794, 12.2519082 41.7962074, 12.2518975 41.7962289, 12.2518794 41.7962489, 12.251864 41.7962759, 12.2518519 41.7963014, 12.2518452 41.7963214, 12.2518284 41.7963549, 12.2518056 41.7963704)",Linea 113,
"LINESTRING (12.251776 41.7959723, 12.2518211 41.795993, 12.2518224 41.796014, 12.251807 41.7960315, 12.2517983 41.7960504, 12.2517822 41.7960879, 12.2518103 41.7961104, 12.2518673 41.7961204, 12.2518955 41.7961274, 12.2518948 41.7961599, 12.2519297 41.7961829, 12.2519706 41.7961904, 12.2519733 41.7962264, 12.2519485 41.7962639, 12.251927 41.7962909, 12.251921 41.7963104, 12.2519042 41.7963459, 12.2519002 41.7963784, 12.251876 41.7963954)",Linea 114,
"LINESTRING (12.251776 41.7959723, 12.2517627 41.795975, 12.2517862 41.7960165, 12.2517801 41.7960594, 12.2518318 41.7960859, 12.2518318 41.7961149, 12.2519344 41.7961309, 12.2518881 41.7961649, 12.2519203 41.7961799, 12.2519652 41.7961799, 12.2519699 41.7961529, 12.2520095 41.7961589, 12.2520329 41.7961769, 12.2520544 41.7962029, 12.2520236 41.7962354, 12.2520068 41.7962694, 12.2519907 41.7962999, 12.2519867 41.7963194, 12.2519686 41.7963559, 12.2519572 41.7963824, 12.251935 41.7963999)",Linea 115,
"LINESTRING (12.251776 41.7959723, 12.251754 41.796002, 12.2517286 41.7960147, 12.2517077 41.7960459, 12.2517164 41.7960664, 12.251752 41.7961014, 12.2518177 41.7961164, 12.2519069 41.7961464, 12.2519525 41.7961459, 12.2519947 41.7961664, 12.2520229 41.7961744, 12.2520718 41.7961744, 12.2520873 41.7961854, 12.2520852 41.7962374, 12.2520839 41.7962669, 12.2520611 41.7962909, 12.2520571 41.7963209, 12.2520477 41.7963429, 12.2520343 41.7963634, 12.2520202 41.7963889, 12.2519994 41.7963979, 12.2519538 41.7964004)",Linea 116,
"LINESTRING (12.2519698 41.7961412, 12.2519846 41.7961237, 12.2519839 41.7961062, 12.2520067 41.7960972, 12.2519933 41.7960757, 12.2519872 41.7960482, 12.2519939 41.7960307, 12.2519973 41.7960092, 12.25201 41.7959817, 12.2520127 41.7959727, 12.2520248 41.7959502, 12.2520369 41.7959207, 12.2520563 41.7958882, 12.2520704 41.7958812, 12.2520845 41.7958997, 12.2520704 41.7959197, 12.2520617 41.7959437, 12.2520556 41.7959612, 12.2520395 41.7959832, 12.2520349 41.7960142, 12.2520275 41.7960367, 12.2520349 41.7960652, 12.2520556 41.7960502, 12.2520704 41.7960097, 12.2520905 41.7959607, 12.2521012 41.7959367, 12.2521153 41.7959047, 12.2521267 41.7958812)",Linea 117,
"LINESTRING (12.2520731 41.795867, 12.2520509 41.795886, 12.2520872 41.7958965, 12.2521193 41.7959015, 12.2521173 41.7959265, 12.2521032 41.7959285, 12.2520623 41.795926, 12.2520483 41.79592, 12.2520214 41.7959355, 12.2520349 41.7959495, 12.2520905 41.7959607, 12.2521046 41.795975, 12.2520932 41.796, 12.252065 41.7959985, 12.2520395 41.7959832, 12.2520074 41.795988, 12.2519953 41.7960135, 12.2520483 41.796029, 12.2520737 41.796036, 12.2520751 41.7960565, 12.252053 41.7960705, 12.2520107 41.7960625, 12.2519819 41.7960575, 12.2519718 41.7960775, 12.25201 41.796094, 12.2519953 41.7961225, 12.2519919 41.7961459, 12.252002 41.7961689)",Linea 118,
"LINESTRING (12.2520201 41.7964062, 12.2519665 41.7964022, 12.2519222 41.7963902, 12.251878 41.7963852, 12.2518498 41.7963702, 12.2518002 41.7963592, 12.2517532 41.7963642, 12.2517264 41.7963572, 12.2516728 41.7963452, 12.2516392 41.7963352, 12.2515984 41.7963239, 12.2515615 41.7963063, 12.2515185 41.7963043, 12.251473 41.7962883, 12.2514408 41.7962813, 12.2515293 41.7963233, 12.2516071 41.7963412, 12.2516862 41.7963602, 12.251776 41.7963642, 12.2517827 41.7963342, 12.2518619 41.7963482, 12.251886 41.7963782, 12.2519423 41.7964082, 12.2518887 41.7963782, 12.2518109 41.7963872, 12.2517264 41.7963862, 12.2516299 41.7963712, 12.251595 41.7963582, 12.2515387 41.7963422, 12.2514528 41.7962953, 12.25143 41.7962823, 12.2513777 41.7962793)",Linea 121,
"LINESTRING (12.2513777 41.7962793, 12.251316 41.7962683, 12.2512611 41.7962713, 12.2512409 41.7962923)",Linea 122,
"LINESTRING (12.25143 41.7962823, 12.2513348 41.7962468, 12.2512704 41.7962268, 12.2512168 41.7962328, 12.2511833 41.7962508)",Linea 123,
"LINESTRING (12.2513281 41.7962338, 12.2514233 41.7962738, 12.251367 41.7962258, 12.2512986 41.7962008, 12.251257 41.7961798, 12.2511913 41.7961728, 12.2511269 41.7962068)",Linea 124,
"LINESTRING (12.2514233 41.7962738, 12.2513925 41.7962538, 12.2513107 41.7962198, 12.2511739 41.7962028, 12.251135 41.7962218, 12.2510827 41.7962198, 12.2510559 41.7961938, 12.2510036 41.7961778, 12.2509955 41.7961598, 12.2509606 41.7961528)",Linea 125,
"LINESTRING (12.2514233 41.7962738, 12.251367 41.7962258, 12.2513429 41.7961918, 12.2513134 41.7961668, 12.2512745 41.7961468, 12.2512275 41.7961228, 12.2511779 41.7961148, 12.2511337 41.7960998, 12.2510974 41.7960848, 12.2510518 41.7960468, 12.2510076 41.7960928, 12.2509875 41.7961318)",Linea 126,
"LINESTRING (12.2513563 41.7961978, 12.2513268 41.7961908, 12.2512865 41.7961208, 12.2511967 41.7961078, 12.2511551 41.7960558, 12.2510813 41.7960228, 12.250958 41.7960088, 12.2509097 41.7960638, 12.2508923 41.7960968)",Linea 127,
"LINESTRING (12.2513429 41.7961918, 12.2512745 41.7961468, 12.2512503 41.7960968, 12.2512181 41.7960568, 12.2511658 41.7960308, 12.2510666 41.7960108, 12.2510411 41.7959848, 12.2509446 41.7959618, 12.2509204 41.7959508, 12.2508614 41.7959778, 12.2508185 41.7960408, 12.250785 41.7960498)",Linea 128,
"LINESTRING (12.2513388 41.7961578, 12.251304 41.7961518, 12.2512718 41.7960988, 12.2512316 41.7960718, 12.2512088 41.7960478, 12.2511149 41.7960018, 12.2510317 41.7959728, 12.2509405 41.7959298, 12.2508775 41.7958868, 12.2508131 41.7959078, 12.2507514 41.7959518, 12.2507139 41.7959818, 12.250679 41.7959908)",Linea 129,
"LINESTRING (12.251359 41.7962368, 12.2512986 41.7962008, 12.2512865 41.7961548, 12.2511699 41.7961238, 12.2511176 41.7960718, 12.2510733 41.7960298, 12.2510277 41.7959938, 12.2509821 41.7959558, 12.2508976 41.7958988, 12.2508762 41.7958698, 12.2508158 41.7958528, 12.2507635 41.7958288, 12.2507166 41.7959108, 12.2506777 41.7959198, 12.2506053 41.7959468)",Linea 130,
"LINESTRING (12.2513844 41.7962358, 12.2512865 41.7961898, 12.2512316 41.7961318, 12.2511229 41.7961038, 12.2511041 41.7960598, 12.2510827 41.7960128, 12.2510371 41.7959548, 12.2509258 41.7959128, 12.2508547 41.7958768, 12.2507702 41.7958498, 12.250734 41.7958248, 12.2506643 41.7957998, 12.2506173 41.7957778, 12.2505811 41.7958238, 12.2505208 41.7958848, 12.2505248 41.7959048)",Linea 131,
"LINESTRING (12.2513925 41.7962538, 12.2512986 41.7962008, 12.2512316 41.7961868, 12.251194 41.7961498, 12.2511109 41.7960978, 12.2510559 41.7960868, 12.2510518 41.7960468, 12.2509888 41.7960028, 12.2509392 41.7959768, 12.250903 41.7959418, 12.2508695 41.7959188, 12.2508359 41.7958968, 12.2508131 41.7958748, 12.2507635 41.7958598, 12.2507246 41.7958278, 12.2507018 41.7957928, 12.2506281 41.7957718, 12.2505851 41.7957559, 12.2505208 41.7957489, 12.2504913 41.7958288, 12.250451 41.7958598)",Linea 132,
"LINESTRING (12.2513858 41.7962438, 12.2512959 41.7962278, 12.2511457 41.7961808, 12.2511015 41.7961218, 12.2510411 41.7960678, 12.2509741 41.7960368, 12.2509606 41.7959968, 12.2508627 41.7959488, 12.2508104 41.7959218, 12.2507541 41.7958808, 12.2506763 41.7958278, 12.2506321 41.7957808, 12.2505851 41.7957559, 12.2505181 41.7957289, 12.2504671 41.7957289, 12.2503813 41.7958128)",Linea 133,
"LINESTRING (12.2513844 41.7962358, 12.2512476 41.7962088, 12.2511511 41.7961958, 12.2510854 41.7961398, 12.2510411 41.7960678, 12.2509446 41.7960158, 12.2508896 41.7960128, 12.2508627 41.7959968, 12.2508373 41.7959598, 12.2507823 41.7959078, 12.2507219 41.7959028, 12.250671 41.7958708, 12.2506079 41.7958448, 12.2505744 41.7958108, 12.2505503 41.7957708, 12.250502 41.7957299, 12.2504591 41.7957199, 12.2503504 41.7958008)",Linea 134,
"LINESTRING (12.2505221 41.7954529, 12.2504738 41.7954909, 12.2503947 41.7955249, 12.2503156 41.7955699, 12.2502686 41.7956089, 12.2502499 41.7956479, 12.2501614 41.7957249)",Linea 136,
"LINESTRING (12.2505225 41.7954328, 12.2504497 41.7954469, 12.2504363 41.7954859, 12.2502525 41.7955089, 12.2502458 41.7955449, 12.250223 41.7955689, 12.2502056 41.7955879, 12.2501774 41.7956109, 12.250152 41.7956419, 12.2501265 41.7956699, 12.2501064 41.7956929)",Linea 137,
"LINESTRING (12.2504846 41.7954359, 12.2504618 41.7954389, 12.250337 41.7954539, 12.250278 41.7954949, 12.250223 41.7954899, 12.2501748 41.7955269, 12.25016 41.7955509, 12.2501292 41.7955719, 12.250109 41.7955969, 12.2500876 41.7956099, 12.2500809 41.7956289, 12.2500608 41.7956459, 12.250038 41.7956669)",Linea 138,
"LINESTRING (12.2504846 41.7954359, 12.2504175 41.7954279, 12.2503142 41.7954279, 12.2502311 41.7954339, 12.2501426 41.7954619, 12.2501198 41.7954899, 12.2500903 41.7955109, 12.2500018 41.7956104, 12.2499749 41.7956299)",Linea 139,
"LINESTRING (12.2504939 41.7954409, 12.2504162 41.7954069, 12.2503102 41.7953929, 12.2501774 41.7953909, 12.2500822 41.7954259, 12.250038 41.7954519, 12.2499749 41.7954819, 12.2499495 41.7955179, 12.2499293 41.7955499, 12.2498904 41.7955719, 12.2498636 41.7955829)",Linea 140,
"LINESTRING (12.2504953 41.7954109, 12.2504242 41.7953899, 12.2503437 41.7953899, 12.2502646 41.7953819, 12.2501412 41.7953759, 12.2500165 41.7954049, 12.2499763 41.7954369, 12.2499468 41.7954809, 12.2499186 41.7955019, 12.2498676 41.7955409, 12.2498328 41.7955749)",Linea 141,
"LINESTRING (12.2505127 41.7954209, 12.2504483 41.7953829, 12.2503263 41.7953729, 12.2502284 41.7953789, 12.2501251 41.7953559, 12.2500044 41.7953499, 12.2499186 41.7953949, 12.2498918 41.7954289, 12.2498542 41.7954629, 12.2498221 41.7955119, 12.2497899 41.7955449)",Linea 142,
"LINESTRING (12.2505234 41.7954089, 12.2504014 41.7953829, 12.2502861 41.7954199, 12.2502137 41.7953999, 12.2501841 41.7953629, 12.2501023 41.7953339, 12.2500031 41.7953249, 12.249936 41.7953399, 12.2498757 41.7953529, 12.2498234 41.7953879, 12.2497993 41.7954309, 12.2497724 41.7954619, 12.2497483 41.7954869, 12.2497282 41.7955079)",Linea 143,
"LINESTRING (12.2505234 41.7954089, 12.2503518 41.7954159, 12.2502646 41.7954309, 12.2501587 41.7953879, 12.2500983 41.7953089, 12.2500266 41.7951909, 12.2498864 41.7952919, 12.2498127 41.7952819, 12.2497993 41.7953629, 12.2497671 41.7954049, 12.2497443 41.7954289, 12.2497148 41.7954549, 12.2496906 41.7954879)",Linea 144,
"LINESTRING (12.2496906 41.7954879, 12.2497862 41.7955137, 12.2498144 41.7955457, 12.249864 41.7955737, 12.2499096 41.7955947, 12.2499566 41.7956237, 12.2500089 41.7956457, 12.2500531 41.7956797, 12.2501457 41.7957047, 12.2501805 41.7957387, 12.2501349 41.7957557, 12.2500665 41.7957117, 12.2499874 41.7956647, 12.2499123 41.7956307, 12.2498748 41.7956017, 12.2497849 41.7955677, 12.2497581 41.7955447, 12.2496991 41.7955207, 12.2496535 41.7954957, 12.2497675 41.7955727, 12.2499043 41.7956517, 12.2499391 41.7956967, 12.2501403 41.7957317, 12.250202 41.7957957, 12.2501269 41.7958537, 12.2500276 41.7958797, 12.2499566 41.7958977, 12.2498949 41.7959177, 12.2498144 41.7958944)",Linea 145,
"LINESTRING (12.2503026 41.7958337, 12.2504099 41.7958627, 12.2504648 41.7959047, 12.2505319 41.7959377, 12.250611 41.7959736, 12.2506472 41.7960096, 12.2507076 41.7960356, 12.2507679 41.7960636, 12.2508417 41.7961116, 12.2509047 41.7961406, 12.2508263 41.7961396, 12.2507321 41.7961121, 12.250634 41.7960744, 12.2505206 41.7960155, 12.2503901 41.7959471, 12.250235 41.7959299, 12.250136 41.7959573, 12.2500692 41.7960146)",Linea 146,
"LINESTRING (12.2511729 41.796302, 12.2512413 41.796325, 12.2511555 41.796275, 12.2511206 41.796244, 12.2510362 41.796216, 12.2509718 41.796174, 12.2509235 41.796162, 12.250902 41.796148, 12.2508457 41.796152, 12.250725 41.796124, 12.2506969 41.796088, 12.250658 41.796039, 12.2505493 41.795998, 12.2504407 41.795932, 12.2503562 41.795925, 12.2502489 41.795891, 12.2500893 41.79592, 12.2500008 41.795965, 12.2500116 41.795986)",Linea 147,
"LINESTRING (12.2498116 41.7958924, 12.2497458 41.7958509, 12.2496503 41.7958332, 12.2496898 41.7957522, 12.2496094 41.7957323, 12.2495047 41.7956903, 12.249435 41.7956343, 12.2493519 41.7956063, 12.2492687 41.7955983, 12.2492577 41.7956463, 12.2491561 41.7956663, 12.2492392 41.7956963, 12.2492875 41.7957502, 12.2493921 41.7957962, 12.2495208 41.7958562, 12.2495664 41.7959262, 12.2496684 41.7959442, 12.249773 41.7960242, 12.2497649 41.7960882, 12.2496576 41.7961082, 12.249553 41.7960342, 12.2494887 41.7959702, 12.2493143 41.7959102, 12.2492258 41.7958362, 12.2491641 41.7958142, 12.2491587 41.7959202, 12.2491426 41.7959622)",Linea 148,
"LINESTRING (12.2493351 41.7957052, 12.2493897 41.7957242, 12.2494699 41.7958682, 12.2495155 41.7959722, 12.2494055 41.7960142, 12.2493331 41.7960182, 12.2492741 41.7960122, 12.2492312 41.7960482)",Linea 149,
"LINESTRING (12.249559 41.7961247, 12.2496523 41.7960902, 12.2497032 41.7961442, 12.2496684 41.7961902, 12.2496308 41.7962362)",Linea 150,
"LINESTRING (12.2500331 41.7959642, 12.2501431 41.7960282, 12.2502477 41.7961202, 12.2501538 41.7961802, 12.250178 41.7962702, 12.2501538 41.7963321, 12.2500573 41.7962682, 12.2500466 41.7962002, 12.2500948 41.7961302, 12.2502745 41.7962062, 12.2502665 41.7962982, 12.2501485 41.7963561, 12.2500063 41.7963321, 12.2499419 41.7962882, 12.2498695 41.7963441)",Linea 152,
"LINESTRING (12.2500573 41.7960002, 12.2502638 41.7960682, 12.2503027 41.7961947, 12.2504529 41.7962742, 12.2504918 41.7962142, 12.250591 41.7963062, 12.2506769 41.7963341, 12.2507922 41.7963841, 12.2508029 41.7964841, 12.2507067 41.7965666, 12.2506098 41.7964921, 12.2505401 41.7963981, 12.2504488 41.7962911, 12.2502906 41.7963741, 12.2502182 41.7964141, 12.2501002 41.7964781)",Linea 153,
"LINESTRING (12.2499795 41.7959222, 12.2501243 41.7959882, 12.2503443 41.7961102, 12.2503496 41.7961702, 12.2506205 41.7962682, 12.2507573 41.7963621, 12.2507278 41.7964341, 12.2505535 41.7964621, 12.2503496 41.7964901, 12.2502316 41.7965161, 12.2502209 41.7965601)",Linea 154,
"LINESTRING (12.2501673 41.7960082, 12.2503443 41.7961102, 12.2505025 41.7961502, 12.2505669 41.7962462, 12.2507573 41.7963621, 12.2507573 41.7964501, 12.2505401 41.7965421, 12.2504194 41.7965881, 12.2503362 41.7966341)",Linea 155,
"LINESTRING (12.2522717 41.7968712, 12.2522755 41.796988, 12.2522647 41.797028, 12.2521011 41.796964)",Linea 156,
"LINESTRING (12.2522835 41.79685, 12.2522057 41.796886, 12.2521709 41.796956, 12.2520958 41.797012, 12.2519992 41.797018, 12.2518919 41.797064)",Linea 157,
"LINESTRING (12.2518544 41.797048, 12.2518946 41.79699, 12.2519777 41.796962, 12.2520555 41.796948, 12.2518705 41.79693, 12.2517565 41.796847, 12.25167 41.7967336, 12.2515918 41.7966908, 12.2514267 41.7965635, 12.2514225 41.7963161)",Linea 158,
"LINESTRING (12.2516371 41.796998, 12.2517551 41.796936, 12.2519 41.796884, 12.2520502 41.796852, 12.2518892 41.7967981, 12.2517712 41.7967981, 12.2517068 41.7967341, 12.251621 41.7966681, 12.2515379 41.7965801, 12.2514601 41.7965121, 12.2514601 41.7964061, 12.2514038 41.7963022)",Linea 159,
"LINESTRING (12.2494968 41.795103, 12.2495744 41.7951379, 12.2496175 41.795199, 12.2495746 41.795219, 12.249478 41.795165, 12.249427 41.795127, 12.2492661 41.795077, 12.24914 41.795023, 12.2490425 41.79501, 12.2489496 41.795013, 12.2488423 41.795129, 12.2487672 41.795207, 12.2486412 41.795201, 12.2486009 41.795137, 12.2484963 41.795247, 12.2484373 41.795315, 12.2483166 41.795281, 12.2481959 41.795205, 12.2481852 41.795109, 12.2481905 41.794945, 12.2483702 41.7948911, 12.2484158 41.7948531, 12.2484963 41.7947911, 12.2486519 41.7947251, 12.2487753 41.7947571, 12.248668 41.7948151, 12.2486304 41.7948531, 12.2485902 41.794895, 12.2486251 41.794937, 12.2487055 41.794909, 12.248735 41.7948551, 12.2487779 41.7948111, 12.248794 41.7948831, 12.2487323 41.794983, 12.2486438 41.795025, 12.2485285 41.795063, 12.2483595 41.795161, 12.2483112 41.795233, 12.2482227 41.795339, 12.2481262 41.795467, 12.2480296 41.7955789)",Linea 160,
"LINESTRING (12.2479912 41.7956262, 12.2480904 41.7956062, 12.2481119 41.7957422, 12.2482272 41.7957982, 12.248187 41.7958782, 12.2480394 41.7959602, 12.2480207 41.7960282, 12.2480529 41.7961102, 12.2482487 41.7961541, 12.2484015 41.7961801, 12.248541 41.7962241, 12.2486429 41.7962661, 12.2486671 41.7963301, 12.2486859 41.7963881)",Linea 161,
"LINESTRING (12.2480153 41.7956262, 12.248085 41.7957662, 12.2481038 41.7958462, 12.2480099 41.7958962, 12.2478866 41.7958842, 12.2478329 41.7957882, 12.2477927 41.7957402, 12.2476371 41.7957722, 12.2476425 41.7958542, 12.2477069 41.7959342, 12.2475111 41.7959702, 12.2473528 41.7959042, 12.2472321 41.7958722, 12.2470008 41.7958217, 12.2468982 41.7957872, 12.2468646 41.7957102)",Linea 162,
"LINESTRING (12.2480341 41.7955922, 12.2479617 41.7956802, 12.2480824 41.7957862, 12.2481226 41.7959102, 12.2479912 41.7959802, 12.2478007 41.7959582, 12.2476318 41.7960482, 12.2474976 41.7960862, 12.2473984 41.7960882, 12.2473689 41.7962581, 12.2473367 41.7963041, 12.2472321 41.7963181, 12.2471114 41.7962481, 12.2469076 41.7962001, 12.2467734 41.7961801, 12.2467037 41.7961581, 12.246701 41.7960442)",Linea 163,
"LINESTRING (12.2479751 41.7955862, 12.2480153 41.7956262, 12.2482004 41.7957842, 12.2482218 41.7958782, 12.2480555 41.7960102, 12.2480314 41.7961541, 12.2480555 41.7962101, 12.2479992 41.7962701, 12.2479858 41.7963461, 12.2479643 41.7964081, 12.2479483 41.7964621, 12.2480153 41.7964981, 12.2482218 41.7965561, 12.2484176 41.7965981, 12.2484713 41.7966421, 12.2485062 41.796718)",Linea 164,
"LINESTRING (12.2479724 41.7959022, 12.2477873 41.7960082, 12.247739 41.7961062, 12.2476881 41.7961802, 12.2476774 41.7962442, 12.2476318 41.7963122, 12.2476022 41.7963622, 12.2475513 41.7964082, 12.2474145 41.7964142, 12.2473394 41.7964162, 12.247267 41.7964561, 12.2472804 41.7965241, 12.2472241 41.7966261, 12.2471677 41.7966761, 12.2470041 41.7966241, 12.2468566 41.7965881, 12.2466903 41.7965621, 12.2465884 41.7965301, 12.246532 41.7965121)",Linea 165,
"LINESTRING (12.2478892 41.7958443, 12.2478356 41.7959382, 12.2478678 41.7960782, 12.2477793 41.7961902, 12.2477417 41.7963962, 12.2477551 41.7965081, 12.2476774 41.7966541, 12.2477229 41.7967921, 12.2478007 41.7968741, 12.2479214 41.7968801, 12.2480126 41.7969141, 12.2482674 41.79697, 12.2483506 41.797044, 12.2483238 41.797112)",Linea 166,
"LINESTRING (12.2478866 41.7958842, 12.2477659 41.7959902, 12.247739 41.7961062, 12.2476774 41.7962442, 12.2476264 41.7963582, 12.2475567 41.7964581, 12.2473877 41.7964801, 12.2474789 41.7966281, 12.2474252 41.7967821, 12.2474038 41.7968441, 12.2473394 41.7969641, 12.2473045 41.79704, 12.2472723 41.797118, 12.2471946 41.797262, 12.2471141 41.797394, 12.2470899 41.797454, 12.2471865 41.7974959, 12.2472965 41.7975379, 12.2474118 41.7975219, 12.2474306 41.797422, 12.2475325 41.797264, 12.2475218 41.797204, 12.2476988 41.797258, 12.2478651 41.797296, 12.2479992 41.797332, 12.248085 41.797368, 12.2481601 41.797394, 12.2481414 41.797468)",Linea 167,
"LINESTRING (12.2473608 41.7968061, 12.2473555 41.7968801, 12.2473179 41.7969361, 12.2472992 41.797018, 12.2470926 41.797064, 12.2468861 41.797062, 12.246811 41.797008, 12.2466259 41.7969521, 12.2465455 41.7969101, 12.246465 41.7969261, 12.2463818 41.7968801, 12.2463577 41.7968301)",Linea 168,
"LINESTRING (12.2473957 41.7968221, 12.2473796 41.7969361, 12.2473018 41.79708, 12.2473206 41.79725, 12.2471838 41.797348, 12.2472831 41.7975519, 12.2474333 41.7975979, 12.2476774 41.7976539, 12.2478061 41.7976759, 12.2479509 41.7977249, 12.2479885 41.7978519)",Linea 169,
"LINESTRING (12.2476747 41.7963242, 12.2476291 41.7963862, 12.2475379 41.7965141, 12.247562 41.7966441, 12.2474413 41.7967341, 12.2474225 41.7968781, 12.2473394 41.796988, 12.247326 41.797054, 12.2472321 41.797222, 12.247216 41.797276, 12.2471302 41.797408, 12.247098 41.7974999, 12.2470578 41.7975699, 12.2468593 41.797464, 12.2467976 41.797398, 12.2466635 41.797376, 12.2464328 41.797344, 12.2463014 41.79729, 12.2462075 41.797278, 12.2461646 41.797172)",Linea 171,
"LINESTRING (12.247067 41.7974345, 12.2470778 41.7975205, 12.2470697 41.7976405, 12.2471234 41.7977644, 12.2472065 41.7979304, 12.2472762 41.7979964, 12.2474184 41.7980524, 12.2475203 41.7981384, 12.2476115 41.7981903, 12.2476652 41.7982343, 12.247759 41.7982843, 12.247759 41.7983343, 12.2476088 41.7983383, 12.2475284 41.7983503)",Linea 172,
"LINESTRING (12.2470899 41.797454, 12.2470578 41.7975699, 12.2469946 41.7977004, 12.2470617 41.7978264, 12.2470107 41.7979504, 12.2470214 41.7980724, 12.2470268 41.7981783, 12.247067 41.7982683, 12.247067 41.7983543, 12.247008 41.7983803, 12.246882 41.7983943, 12.2468122 41.7983783)",Linea 173,
"LINESTRING (12.2470751 41.7974685, 12.247 41.7975065, 12.2469731 41.7976505, 12.2468524 41.7977304, 12.2467827 41.7978724, 12.2466459 41.7979244, 12.2465735 41.7980144, 12.2464448 41.7980904, 12.2463857 41.7981484, 12.2463294 41.7981604, 12.246198 41.7981324, 12.2460827 41.7981324)",Linea 174,
"LINESTRING (12.2468846 41.7972845, 12.246949 41.7973705, 12.2469731 41.7975105, 12.2468015 41.7976265, 12.246662 41.7976605, 12.2466379 41.7977624, 12.2465413 41.7978224, 12.2464072 41.7977944, 12.246257 41.7978364, 12.2461926 41.7978324, 12.2460639 41.7978124, 12.2460451 41.7977164)",Linea 175,
"LINESTRING (12.2485738 41.7949754, 12.2485523 41.7948974, 12.2484963 41.7947911, 12.2484075 41.7947414, 12.2483619 41.7946875, 12.2482841 41.7946395, 12.2481232 41.7946155, 12.2480534 41.7945895, 12.2479005 41.7945595)",Linea 176,
"LINESTRING (12.2487186 41.7948374, 12.2487749 41.7947714, 12.2487374 41.7947115, 12.2485121 41.7947015, 12.2483672 41.7946615, 12.2482331 41.7946275, 12.2480722 41.7946215, 12.2479488 41.7945755, 12.2477342 41.7945075, 12.2475867 41.7944955, 12.2473802 41.7944315, 12.2472085 41.7944135, 12.2470664 41.7943855, 12.2470985 41.7943115, 12.247112 41.7942355, 12.2471415 41.7941715, 12.2472058 41.7940815, 12.2473614 41.7941035)",Linea 177,
"LINESTRING (12.2478836 41.794541, 12.2476985 41.794555, 12.2473605 41.794531, 12.2471755 41.794455, 12.247036 41.794417, 12.2468992 41.794403, 12.2467866 41.794375, 12.2467007 41.794347, 12.2466632 41.794255, 12.2466229 41.7941591, 12.2465693 41.7940591, 12.2465264 41.7939651, 12.2465559 41.7939251, 12.2466712 41.7939711, 12.2467195 41.7939791)",Linea 178,
"LINESTRING (12.2481546 41.7950048, 12.2478059 41.7948368, 12.2473607 41.7947488, 12.246792 41.7946848, 12.2462234 41.7946768, 12.2457406 41.7947208, 12.2451612 41.7948328, 12.2445712 41.7950248, 12.2439328 41.7952288, 12.2435305 41.7953807, 12.2431228 41.7955127, 12.2428116 41.7955727)",Linea 179,
"LINESTRING (12.2427633 41.7955687, 12.2433856 41.7954407, 12.2437343 41.7953047, 12.2442225 41.7951408, 12.2447267 41.7949848, 12.2454831 41.7947688, 12.2459552 41.7946968, 12.2465882 41.7946768, 12.2470871 41.7947048, 12.2476557 41.7947768, 12.2480366 41.7949208, 12.2481546 41.7950048)",Linea 180,
"LINESTRING (12.2427329 41.795596, 12.2425746 41.795658, 12.2425934 41.7957459, 12.2424351 41.7957959, 12.242301 41.7958159, 12.2423037 41.7959159, 12.242419 41.7959579, 12.2423761 41.7960159)",Linea 181,
"LINESTRING (12.2427114 41.795562, 12.2425478 41.795588, 12.2424807 41.795622, 12.2422447 41.7956939, 12.2421213 41.7956879, 12.2421294 41.795626, 12.2421562 41.795532)",Linea 182,
"LINESTRING (12.2419631 41.7959219, 12.2417968 41.7958959, 12.2417646 41.7958159, 12.2418719 41.7956779, 12.2419845 41.7957139, 12.2420972 41.7958419, 12.2420784 41.7959719, 12.2419872 41.7960419, 12.2418289 41.7960659, 12.2416412 41.7959999, 12.2416305 41.7958939, 12.2416787 41.7957919, 12.2417994 41.7956879, 12.2417941 41.79557, 12.2419845 41.795502, 12.2420408 41.795496)",Linea 183,
"LINESTRING (12.2420596 41.795486, 12.2419604 41.795552, 12.2418075 41.795534, 12.2417565 41.79549, 12.241727 41.795442)",Linea 184,
"LINESTRING (12.2426363 41.795606, 12.2424244 41.795656, 12.2423708 41.7957159, 12.2422018 41.7957519, 12.242073 41.7957079, 12.2419496 41.79563, 12.2417968 41.795592, 12.2416922 41.795524, 12.2415822 41.795468)",Linea 185,
